problem_id,problem_description,problem_paper,problem_year,facts_id,fact_description,匹配_x,cases_id,case_description,匹配_y
8694,到期债务压力是否会导致地方债务融资期限缩短，从而加剧流动性风险？,到期债务压力与融资平台举债期限,2024,8694_1,2012-2021年融资平台有息负债到期规模从0.48万亿元上升至8.13万亿元,1,8694_2,地方政府通过融资平台相互担保形成复杂担保网络，当担保方债务压力增加时被担保方融资期限缩短,1
8694,到期债务压力是否会导致地方债务融资期限缩短，从而加剧流动性风险？,到期债务压力与融资平台举债期限,2024,8694_1,2012-2021年融资平台有息负债到期规模从0.48万亿元上升至8.13万亿元,1,8694_3,城投平台将专项债资金挪用于偿付本息，导致承接专项债项目的平台融资期限受债务压力影响较小,1
8694,到期债务压力是否会导致地方债务融资期限缩短，从而加剧流动性风险？,到期债务压力与融资平台举债期限,2024,8694_1,2012-2021年融资平台有息负债到期规模从0.48万亿元上升至8.13万亿元,1,8694_1,2019-2020年6个省份开展建制县化债试点，通过未使用的显性债务额度置换存量隐性债务,1
8443,人工智能技术对劳动力市场的就业替代效应和创造效应在职业层面的具体作用机制是什么？,人工智能如何改变企业对劳动力的需求？——来自招聘平台大数据的分析,2024,8443_1,2020年中国人工智能企业数量位居世界第二，占全球总数,1,8443_3,制造业领域中工业机器人替代分拣组装工作，但催生工业机器人系统操作员、区块链应用操作员等新职业,1
6357,如何通过重点地区建设实现经济增长极培育与区域均衡发展的双重目标,“十四五”时期中国区域经济发展的重大问题展望,2020,6357_5,2000-2007年净出口对GDP贡献率年均值为特定数值，2008-2017年下降，2018年进一步降至新低,1,6357_1,三线建设时期通过沿海工业企业内迁建立战略后方基地，体现计划经济时期均衡导向战略,1
6357,如何通过重点地区建设实现经济增长极培育与区域均衡发展的双重目标,“十四五”时期中国区域经济发展的重大问题展望,2020,6357_5,2000-2007年净出口对GDP贡献率年均值为特定数值，2008-2017年下降，2018年进一步降至新低,1,6357_3,城市群作为新增长极的培育实践，包括京津冀、长三角、粤港澳大湾区等跨区域协同发展案例,1
4698,如何处理自主创新战略与创新全球化之间的关系？,寻找创新驱动发展的新理论思维——基于新熊彼特增长理论的思考,2017,4698_2,2015年，我国企业研发支出为10588.6亿元，占全国总支出的比例为77.1%。,1,4698_2,火炬计划与高新区建设：2015年我国共建有国家级高新区若干个、大学科技园115个、孵化器736个，通过提供资金支持、税费优惠和激励措施促进高技术产业化。,1
4698,如何处理自主创新战略与创新全球化之间的关系？,寻找创新驱动发展的新理论思维——基于新熊彼特增长理论的思考,2017,4698_2,2015年，我国企业研发支出为10588.6亿元，占全国总支出的比例为77.1%。,1,4698_1,通过‘千人计划’引进海外高层次人才：截至2015年底，我国已从海外引进11批共5208名高层次人才，专家在原创科研、应用技术革新和国际标准制定方面取得突破。,1
2635,产权性质和管理层持股如何影响不同税率变化方向公司的利润跨期转移行为？,税制改革与利润跨期转移——基于“账税差异”的检验,2014,2635_3,2007年税率降低公司调整后'账税差异'平均值为0.0131，最小值-0.1419，最大值0.2750。,1,2635_3,表1中税率降低公司A与税率提高公司B的两种技术开发费用转移方案对比案例，具体包括方案一（提前支出）与方案二（推迟支出）对所得税抵扣金额的差异影响。,1
4931,农村要素市场不完善与耕地土壤质量变量遗漏是否会导致土地生产率与经营规模的负相关假象？,农户耕地经营规模对粮食单产和生产成本的影响——基于跨时期和地区的实证研究,2017,4931_5,2009年后问卷新增农机具购置补贴数据，2003-2008年该变量缺失,1,4931_2,浙江省2008年数据显示62%农户租出土地，35%农户租入土地，反映土地流转市场发育情况,1
4931,农村要素市场不完善与耕地土壤质量变量遗漏是否会导致土地生产率与经营规模的负相关假象？,农户耕地经营规模对粮食单产和生产成本的影响——基于跨时期和地区的实证研究,2017,4931_5,2009年后问卷新增农机具购置补贴数据，2003-2008年该变量缺失,1,4931_1,江西省2011年和2007年325户水稻种植农户通过控制要素市场不完善、土壤质量、土地测量误差后证实地块层面规模与单产正相关,1
7288,结构性税收优惠（投资抵扣）与整体性税收优惠（降低企业所得税率）对风险承担和投资行为的影响机制差异,税收优惠能否激励风险投资：基于准自然实验的证据,2021,7288_1,财税〔2017〕38号文规定，试点地区基金投资初创科技型企业满2年可抵扣应纳税所得额的70%,1,7288_1,美国降低资本利得税率导致风险投资通过价格竞争获取优质创业企业，引发企业估值上涨但未提升成功率,1
7288,结构性税收优惠（投资抵扣）与整体性税收优惠（降低企业所得税率）对风险承担和投资行为的影响机制差异,税收优惠能否激励风险投资：基于准自然实验的证据,2021,7288_1,财税〔2017〕38号文规定，试点地区基金投资初创科技型企业满2年可抵扣应纳税所得额的70%,1,7288_2,加拿大对国有基金实施资本利得税率优惠后，效率较低的国有基金募集更多资本并挤出私营基金，导致行业整体规模下降,1
1521,国家文化与创业活动之间的关系为何在不同经济发展水平国家呈现矛盾结果？,创业活动的国家差异：文化与国家经济发展水平的交互作用,2012,1521_4,现代主义文化包含绩效导向、未来导向、不确定性规避三个维度的平均值,1,1521_3,德国和日本高不确定性规避文化下的低创业数量但高质量创业特征,1
2052,多产品企业框架下如何揭示中国出口增长中企业内扩展边际的主导作用？,中国的多产品出口企业及其产品范围：事实与解释,2013,2052_1,2000-2005年中国多产品出口企业数量占比均值为40%，出口额均值占比70%以上,1,2052_4,泰国多产品出口企业中外企占比案例（2001-2004年）：中间商剔除后外资企业产品范围上升,1
6942,同质化竞争背景下的竞争策略如何影响银行金融创新扩散过程？,竞争规避与银行金融创新扩散——基于同质化视角的实证检验,2021,6942_1,样本包含6家国有银行、12家股份制银行、66家城商行和25家农商行,1,6942_1,基于中国109家商业银行2000-2018年数据构建非平衡面板样本，通过手工整理信贷资产区域分布与类型分布数据验证创新扩散路径,1
6942,同质化竞争背景下的竞争策略如何影响银行金融创新扩散过程？,竞争规避与银行金融创新扩散——基于同质化视角的实证检验,2021,6942_1,样本包含6家国有银行、12家股份制银行、66家城商行和25家农商行,1,6942_3,衍生金融工具资产包含汇率远期、利率互换等10类具体业务，交易性金融资产涵盖二级市场债券/股票交易，买入返售资产涉及票据证券化操作,1
2584,中小企业融资环境偏紧，企业应收账款有所上升，资金紧张状况未明显缓解,企业经营者对宏观形势及企业经营状况的判断、问题和建议——2014·中国企业经营者问卷跟踪调查报告,2014,2584_1,2014年8月至9月回收2446份有效问卷，未填写问卷企业对比分析未发现系统偏差,1,2584_3,东部地区企业、大型企业、外资企业和民营企业环保支出增加相对较多，采矿业、化工、橡胶塑料、钢铁、有色金属和金属制品等行业环保支出评价值在3.94~4.11之间,1
1948,传统渔业存在的盲目性、资源单一利用、科技投入不足等问题如何解决,现代海洋渔业发展战略研究——以舟山海洋综合开发试验区为例,2013,1948_2,截至2012年底，浙江在境内上市的公司共240家，但无海洋渔业或海水养殖类上市公司,1,1948_2,南美白对虾产业作为浙江省第二大养殖产业，其苗种控制权被美国少数种业公司掌握，影响产业链主动权,1
8275,企业数字化和集聚网络对全要素生产率的影响是否具有行业与所有制异质性特征？,集聚网络视角下企业数字化的生产率提升效应研究,2023,8275_2,集聚网络指标测算包含企业就业规模、空间可达性参数，采用10公里间隔的地理圈层划分方法,1,8275_1,深圳于2009年被批复为首个国家电子商务示范城市后，后续三批共70个城市开展试点，政策实施显著强化了企业数字化与集聚网络的协同效应,1
4438,随着货币信用创造主体从银行体系向非银行金融机构及金融活动扩展，原有基于银行体系的货币供应统计、监测和调控核心地位受到挑战，导致货币供应可测性、可控性与经济运行相关性下降，动摇了传统货币政策框架的基础条件,多元化货币信用创造格局下货币调控初探,2016,4438_3,欧洲美元市场存款创造乘数估算结果最低为0.5-0.9倍，最高达18.45倍,1,4438_1,我国财务公司以商业银行存款为基础资产进行信用创造，通过集中存款形成1.53倍的存款创造乘数，其创造的存款仅在企业集团内部流通且不受央行直接约束,1
4438,随着货币信用创造主体从银行体系向非银行金融机构及金融活动扩展，原有基于银行体系的货币供应统计、监测和调控核心地位受到挑战，导致货币供应可测性、可控性与经济运行相关性下降，动摇了传统货币政策框架的基础条件,多元化货币信用创造格局下货币调控初探,2016,4438_3,欧洲美元市场存款创造乘数估算结果最低为0.5-0.9倍，最高达18.45倍,1,4438_4,台湾地区发行的花币和日本的R币作为社区货币案例，通过限定流通范围和服务实体经济的特征，在小范围内实现非官方的信用创造活动,1
2712,企业生产率提升来源于创新效应还是模仿效应？,出口集聚企业“双重成长环境”下的学习能力与生产率之谜——新-新贸易理论与新-新经济地理的共同视角,2014,2712_4,专业化经济集聚区（如珠三角出口专业镇）中出口企业生产率提升速度比非集群企业快15%-20%,1,2712_1,中山古镇灯具企业通过合同版本复制形成区域性商业标准，体现集聚区知识溢出效应,1
3614,农村剩余劳动力转移的主要驱动力是什么？,农村剩余劳动力转移的再配置效应分析——以湖北省为例,2015,3614_3,2005-2012年农村劳动力再配置效应回升至B水平,1,3614_2,湖北省产业结构特征表现为第二产业主导（产值比重维持在A%左右），第三产业就业比重自1994年起持续高于第二产业，但第二产业因资本技术密集型特征导致农业劳动力转移难度较大，形成劳动力再配置效应的产业差异,1
5840,卖空交易量增加是否会导致股价崩盘风险降低？,融券卖空与股价崩盘风险——基于中国股票市场的经验证据,2018,5840_5,融资买空量（SBR）与股价崩盘风险呈显著正相关（β=0.029，p<0.01）,1,5840_1,2013年转融券业务实施后，市场可融股票池扩大导致卖空交易量增加，股价崩盘风险降低效果显著,1
8316,如何通过人民币汇率机制改革实现新发展格局下的出口产业结构优化？,新发展格局下出口产业结构升级的汇率机制,2023,8316_5,基于研发密度分类发现人民币升值时高研发密度产业（如电子制造业）出口占比提升，贬值时低研发密度产业（如纺织业）占比增加,1,8316_3,王铮等（2016）研究表明人民币升值通过进口技术密集型产品优化资源配置，促进产业结构升级,1
8316,如何通过人民币汇率机制改革实现新发展格局下的出口产业结构优化？,新发展格局下出口产业结构升级的汇率机制,2023,8316_5,基于研发密度分类发现人民币升值时高研发密度产业（如电子制造业）出口占比提升，贬值时低研发密度产业（如纺织业）占比增加,1,8316_4,2020年投入产出表数据显示人民币汇率贬值±5%情景下，黑色金属、油气开采业等资源密集型产业增加值上升而电子制造业下降,1
8316,如何通过人民币汇率机制改革实现新发展格局下的出口产业结构优化？,新发展格局下出口产业结构升级的汇率机制,2023,8316_5,基于研发密度分类发现人民币升值时高研发密度产业（如电子制造业）出口占比提升，贬值时低研发密度产业（如纺织业）占比增加,1,8316_2,陈智君和施建淮（2015）提出的汇率贬值通过成本及支出转移效应提升净出口，进而促进产业结构调整,1
5867,央地关系未理顺，税收共享机制缺失、地方支出责任受行政干预大、财力不匹配、财政激励不相容、区域差异严重,面向国家治理体系和治理能力现代化的财税改革框架研究,2019,5867_2,2006年全国范围内取消农业税，2007年结束内外资企业所得税分立局面,1,5867_1,英国光荣革命和美国独立战争均源于税收权力之争，逐步演化为国家建构过程,1
6450,数字金融发展是否通过机会成本效应、资金渠道替代效应及收入效应降低家庭传统私人借贷的供给与需求？,数字金融发展对传统私人借贷市场的影响及机制研究,2020,6450_2,中国互联网理财参与率由2014年6月的未量化比例提升至2018年6月的未量化比例,1,6450_1,以“余额宝”为代表的互联网理财产品兼具收益性和流动性，增加家庭将资金借予他人使用的机会成本，抑制传统私人借贷供给,1
6681,我国现行土地制度存在城乡土地不同权问题，集体土地所有权人无权在自己土地上设立建设用地使用权,开启城乡土地产权同权化和资源配置市场化改革新里程,2020,6681_1,1982年宪法第十条明确城市土地归国家所有,1,6681_3,33个县市区开展'三块地'改革试点，为2019年土地管理法修正提供实践基础,1
6681,我国现行土地制度存在城乡土地不同权问题，集体土地所有权人无权在自己土地上设立建设用地使用权,开启城乡土地产权同权化和资源配置市场化改革新里程,2020,6681_1,1982年宪法第十条明确城市土地归国家所有,1,6681_1,1987年深圳市完成全国土地第一拍，推动城市国有土地两权分离并促成1988年宪法修正案,1
6681,我国现行土地制度存在城乡土地不同权问题，集体土地所有权人无权在自己土地上设立建设用地使用权,开启城乡土地产权同权化和资源配置市场化改革新里程,2020,6681_1,1982年宪法第十条明确城市土地归国家所有,1,6681_2,乌坎事件和江苏省宜兴市省庄村250户农民公告永久拥有宅基地，反映征地拆迁引发的群体事件,1
4045,国家层面的知识产权保护与行业特征的相互匹配效应如何影响中国出口比较优势的形成机制？,知识产权保护与中国出口比较优势,2016,4045_3,样本期2001-2013年间中国知识产权保护强度从1.84提升至2.41，但仍低于发达国家3.87的平均水平,1,4045_1,中国对95个贸易伙伴国30个制造业行业的出口面板数据分析显示，知识产权保护与研发密集度交互项在5%显著性水平下促进出口增长，且工具变量检验显示知识产权保护与地理距离等控制变量具有高度相关性,1
4045,国家层面的知识产权保护与行业特征的相互匹配效应如何影响中国出口比较优势的形成机制？,知识产权保护与中国出口比较优势,2016,4045_3,样本期2001-2013年间中国知识产权保护强度从1.84提升至2.41，但仍低于发达国家3.87的平均水平,1,4045_2,行业生产率渠道检验表明，知识产权保护与研发密集度的匹配效应通过全要素生产率提升促进出口，但高研发密集度行业因保护强度不足未能形成生产率提升通道,1
1052,地方政府干预如何通过预算软约束行为影响企业募资变更决策？,制度环境、地方政府干预、公司治理与IPO募集资金投向变更,2011,1052_4,制度环境测度包含产品市场发育程度、产权保护、优先政策倾斜三项主成分指标,1,1052_2,地方政府通过土地、行政审批等资源配置手段干预辖区企业的制度性实践案例,1
1052,地方政府干预如何通过预算软约束行为影响企业募资变更决策？,制度环境、地方政府干预、公司治理与IPO募集资金投向变更,2011,1052_4,制度环境测度包含产品市场发育程度、产权保护、优先政策倾斜三项主成分指标,1,1052_1,广东省作为财政分灶吃饭政策的试点地区，通过优先政策实现经济快速发展，形成东部制度环境优势的典型案例,1
1708,货币政策如何影响商业银行的风险承担行为？,货币政策的银行风险承担分析——兼论货币政策与宏观审慎政策协调问题,2012,1708_2,风险加权资产比率计算公式为风险加权资产与总资产的比值,1,1708_1,基于中国72家商业银行2003-2010年面板数据的实证分析，其中包含5家大型商业银行、12家股份制商业银行、47家城市商业银行、8家农村商业银行,1
1708,货币政策如何影响商业银行的风险承担行为？,货币政策的银行风险承担分析——兼论货币政策与宏观审慎政策协调问题,2012,1708_2,风险加权资产比率计算公式为风险加权资产与总资产的比值,1,1708_2,西班牙信贷注册数据库（1984-2006年）显示低利率导致银行降低信贷标准的实证研究,1
3867,农地流转中资本增密导致的农户收益流失问题如何影响农业可持续发展,农地流转中资本增密及其风险分析,2016,3867_5,农业劳动力外流与资本深化形成锁定效应，导致农业增长仅体现为资本堆积而无全要素生产率提升,1,3867_2,农业大户通过政策资源获取优势建立'大农吃小农'合作社，利用财政资金倾斜和准入机制排挤分散农户，形成资本对农业经营主体的控制,1
3867,农地流转中资本增密导致的农户收益流失问题如何影响农业可持续发展,农地流转中资本增密及其风险分析,2016,3867_5,农业劳动力外流与资本深化形成锁定效应，导致农业增长仅体现为资本堆积而无全要素生产率提升,1,3867_3,南美国家农地流转过程中出现'土地换社保'实践模式，最终导致农民生存保障功能弱化与社会矛盾加剧的典型案例,1
3643,房产税改革对不同收入阶层居民储蓄行为的影响机制及收入分配效应,为买房而储蓄——兼论房产税改革的收入分配效应,2015,3643_4,低收入家庭在房产税试点后，衣着和交通通信支出占比下降0.9个百分点，食品、居住等刚性支出未明显减少,1,3643_1,重庆房产税试点对住房市场的结构性影响：对100平米以上住房全额征收导致大面积住房需求挤出，小面积住房价格反升。2011年重庆高档住房访客量下降，200平米以上新开工面积下降，而100平米以下住房上市量增加，验证了政策设计与市场反应的实践关联,1
3643,房产税改革对不同收入阶层居民储蓄行为的影响机制及收入分配效应,为买房而储蓄——兼论房产税改革的收入分配效应,2015,3643_4,低收入家庭在房产税试点后，衣着和交通通信支出占比下降0.9个百分点，食品、居住等刚性支出未明显减少,1,3643_2,成都反事实检验案例：将重庆房产税试点的虚拟变量替换为成都进行稳健性检验，发现低收入家庭储蓄率未出现显著变化，排除了其他政策干扰的可能性,1
3932,当企业各团队人员编制一定的情况下，如何优化团队合作结构的全过程,团队合作（结构）对企业安全运营的影响研究,2016,3932_2,海因里奇研究发现城市轨道交通运营安全存在'88:10:2'规律，即100起事故中88起人为原因、10起人机结合、2起天灾,1,3932_1,收集某城市轨道交通的5个运营公司所有检修中心团队的技能等级、人数及其2014年安全事故资料进行相关性分析,1
1824,企业间高管联结关系如何影响并购溢价决策行为？,企业间高管联结与并购溢价决策——基于组织间模仿理论的实证研究,2013,1824_2,并购溢价计算公式为（交易总价-交易标的净资产）/交易标的净资产，区别于西方研究的股价基准计算方式,1,1824_2,陈仕华、马超（2011）研究表明存在高管联结的公司之间在捐款行为方面表现出一致性，即如果目标公司捐款，联结公司捐款的可能性增大,1
1824,企业间高管联结关系如何影响并购溢价决策行为？,企业间高管联结与并购溢价决策——基于组织间模仿理论的实证研究,2013,1824_2,并购溢价计算公式为（交易总价-交易标的净资产）/交易标的净资产，区别于西方研究的股价基准计算方式,1,1824_3,徐信忠等（2006）发现大宗股权转让会以高出平均市场价30%的价格进行交易，说明交易比例显著影响并购溢价水平,1
3072,不同股权性质企业中，收入达标与会计利润作为业绩指标的竞争关系如何影响高管薪酬利润敏感性？,多业绩指标竞争与事前谈判：高管薪酬合约结构的新视角,2014,3072_5,样本中58%的公司为民营企业，平均市值39.1亿元，资产负债率均值50.3%，仅12%的公司同时披露收入与利润目标。,1,3072_2,国务院国资委2003年颁布《中央企业负责人经营业绩考核暂行办法》，规定年度考核以会计利润为核心，任期考核以收入规模为关键指标，并明确将考核结果与薪酬挂钩。,1
1448,如何解释中国地方政府支出行为同时呈现全国反周期和省份顺周期特征及其对经济稳定的不同影响？,地方政府支出行为的周期性特征及其制度根源,2012,1448_3,欠发达省份如内蒙古（全国经济周期载荷系数-1.41）、宁夏（省份经济周期载荷系数1.25）表现出更突出的周期性特征,1,1448_1,1994年分税制改革后，地方政府因纵向财政失衡强化而更多依赖中央转移支付，导致支出行为呈现省份顺周期特征，但全国反周期特征被中央财政约束强化,1
1448,如何解释中国地方政府支出行为同时呈现全国反周期和省份顺周期特征及其对经济稳定的不同影响？,地方政府支出行为的周期性特征及其制度根源,2012,1448_3,欠发达省份如内蒙古（全国经济周期载荷系数-1.41）、宁夏（省份经济周期载荷系数1.25）表现出更突出的周期性特征,1,1448_2,上海作为经济周期波动重要根源的典型案例，其财政支出呈现省份和全国顺周期特征，与发达省份普遍特征形成对比,1
2998,如何平衡产业集群中同质企业短期合作与长期竞争的关系,产业集群协同创新的企业竞合关系研究,2014,2998_3,依附型竞合关系中大型企业主导创新决策并决定技术发展方向,1,2998_1,横向协同创新案例中企业通过合作改良产品并形成差异化竞争,1
5297,中国的机会不平等相对系数有多高？其城乡差异与年龄差异如何体现？,中国收入分配中的机会不平等,2018,5297_1,中国Gini系数从1980年的0.3增长到2012年的0.55,1,5297_1,农村地区农业收入具有'消解'收入不平等的作用，而非农收入会拉大农村收入差距。该案例描述了不同收入来源对农村不平等的差异化影响。,1
1443,中国企业出口产品价格远低于国内产品价格的现象是否具有普遍性？其背后的原因是什么？,中国企业低价出口之谜——基于企业加成率的视角,2012,1443_4,2005年人民币汇率制度改革后，出口企业加成率差距均值降至-0.03233，显示汇率因素对价格差异的调节作用,1,1443_2,广东省出口加工贸易占比超50%与浙江省一般贸易占比超80%的区域特征，被用作替代加工贸易和一般贸易类型的研究样本,1
5994,宗族文化如何影响家族企业治理模式的形成机制及其经济后果,宗族文化与家族企业治理的血缘情结,2019,5994_2,宗族文化影响下，亲属间信任偏好和团结互惠观念通过降低外部信任水平（Stranger）和提高内部信任水平（Friend）强化亲属参与效应,1,5994_1,福建晋江九牧王企业董事会9人中除3名独立董事外，其余均为实际控制人亲属,1
1697,领导成员交换对员工职业成功和内部机会主义的影响是否存在非线性关系？,员工职业发展过程中的“边界困境”：是机制的原因，还是人的原因？,2012,1697_4,团队样本中生产/服务团队占比65%，技术/研发团队占比25%，团队规模均值为4.45人，成立时间1-8年不等。,1,1697_1,在中国13家大型制造企业集团的75个工作团队中，通过334份团队成员问卷和101份团队领导问卷验证整合模型。研究发现领导成员交换对职业成功的正向预测效果在适度水平时与内部机会主义形成正U形关系，而契约控制的倒U形影响与负向预测效果同时存在。,1
2634,如何通过“账税差异”账户检验税制改革引起的利润跨期转移行为及其普遍性和重要性？,税制改革与利润跨期转移——基于“账税差异”的检验,2014,2634_1,2008年我国企业所得税改革使部分公司税率降低、部分提高、部分保持不变，形成独特研究场景。,1,2634_2,中国2008年企业所得税改革中，税率降低公司通过提前确认技术开发费用形成暂时性账税差异的案例（如企业将2008年支出提前至2007年，导致当期应纳税所得额减少）。,1
5336,中国制造业企业与发达国家的技术距离如何影响全球价值链嵌入对自主研发的抑制作用,嵌入全球价值链会导致中国制造的“低端锁定”吗？,2018,5336_3,样本期内共存在5009件产品数据，其中仅有38件产品的关税较加入WTO前上升,1,5336_2,Bartel等（2007）对美国阀门制造业的研究显示，发达国家通过垂直专业化分工获得研发能力提升，而发展中国家可能陷入低端环节,1
5336,中国制造业企业与发达国家的技术距离如何影响全球价值链嵌入对自主研发的抑制作用,嵌入全球价值链会导致中国制造的“低端锁定”吗？,2018,5336_3,样本期内共存在5009件产品数据，其中仅有38件产品的关税较加入WTO前上升,1,5336_4,Bugamelli等（2008）对意大利制造业的研究表明，参与垂直专业化生产可能削弱本土企业的研发创新动力,1
5336,中国制造业企业与发达国家的技术距离如何影响全球价值链嵌入对自主研发的抑制作用,嵌入全球价值链会导致中国制造的“低端锁定”吗？,2018,5336_3,样本期内共存在5009件产品数据，其中仅有38件产品的关税较加入WTO前上升,1,5336_1,"苹果手机案例中，中国内地企业仅承接加工组装环节，但获得的增加值收益占产品总价值比例极低（数据来源：Kraemer et al., 2011）",1
5336,中国制造业企业与发达国家的技术距离如何影响全球价值链嵌入对自主研发的抑制作用,嵌入全球价值链会导致中国制造的“低端锁定”吗？,2018,5336_3,样本期内共存在5009件产品数据，其中仅有38件产品的关税较加入WTO前上升,1,5336_3,Freeman和Kleiner（2005）发现鞋类制造业中，发达国家企业因垂直专业化受益，而发展中国家企业研发创新能力未显著提升,1
3161,大股东退出威胁是否会导致控股股东转而追求共有收益，从而降低第一类代理问题（股东与经理人利益冲突）,退出威胁能抑制控股股东私利行为吗？,2015,3161_2,2003年证监会发布文件加强控股股东占款监管导致直接资金占用指标失效,1,3161_1,中国上市公司股权分置改革事件：通过将非流通股转为流通股，使其他大股东具备退出可能性，以此作为退出威胁的自然实验场景,1
2771,如何充分利用全球创新资源，在更高起点上提升自主创新能力，实现创新驱动发展,中国国家创新体系国际化政策概念、分类及演进特征——基于政策文本的量化分析,2014,2771_2,技术出口政策数量在引进为主向追赶转型阶段开始增加，人才引进政策在追赶阶段显著增加,1,2771_2,1985年《关于科学技术体制改革的决定》提出技术消化吸收和自主开发，设立国家自然科学基金、863计划、攀登计划支持科研人员瞄准前沿,1
2771,如何充分利用全球创新资源，在更高起点上提升自主创新能力，实现创新驱动发展,中国国家创新体系国际化政策概念、分类及演进特征——基于政策文本的量化分析,2014,2771_2,技术出口政策数量在引进为主向追赶转型阶段开始增加，人才引进政策在追赶阶段显著增加,1,2771_4,2006年《国家中长期科学和技术发展规划纲要》实施'千人计划'引进国际顶尖人才，鼓励资本走出去制定对外直接投资政策,1
5481,在税收征管系统（国税vs地税）和企业产权性质（国有vs民营）的异质性条件下，地理距离对避税程度的影响差异是否具有统计显著性？,企业与税务局为邻：便利避税还是便利征税？,2018,5481_1,1994-2015年沪深A股上市公司样本中，企业与基层主管税务局的地理距离计算基于注册地/办公地与税务局所在地的经纬度直线距离，使用DISTANCE=Rxarccos公式，单位为万米。,1,5481_1,国美电器通过宴请和行贿北京国税稽查局干部，影响税案查处结果。2006年纳税检查期间，黄光裕邀请税务人员吃饭请求关照；2008年结案时再次宴请并行贿50万元，最终检查结果未公开且调查提前结束。,1
8386,税收遵从程度是否通过税收优惠收益和稽查风险两个渠道影响企业对税收优惠的响应行为。,制度性交易成本影响税收优惠落地吗？——基于税收遵从的视角,2024,8386_3,2014年国家税务总局全面推行事后备案制后，小微企业税收优惠落地率从基期的17%提升至25%左右。,1,8386_2,美国2002-2014年推行资产加速折旧政策（Section 179），符合条件企业申请比例长期维持在30%-40%区间。,1
8386,税收遵从程度是否通过税收优惠收益和稽查风险两个渠道影响企业对税收优惠的响应行为。,制度性交易成本影响税收优惠落地吗？——基于税收遵从的视角,2024,8386_3,2014年国家税务总局全面推行事后备案制后，小微企业税收优惠落地率从基期的17%提升至25%左右。,1,8386_1,越南在金融危机期间推行小微企业税收优惠，符合条件企业中仅30%实际申请。法姆（2019）研究发现逃税企业因担忧稽查风险主动放弃优惠。,1
5142,为何具有文化亲近性的港澳台合资企业反而更易发生合作关系破裂？,文化相近、合作信任与外商合资关系的持久性,2017,5142_3,采用加速失效模型（AFT模型）分析合资关系存续期限时，港澳台变量与制度差距变量的系数均显著为负，表明制度环境恶化会缩短合资期限,1,5142_1,宝洁、松下、百事国际、西门子等跨国企业从合资经营转向外商独资化经营的实践过程,1
5142,为何具有文化亲近性的港澳台合资企业反而更易发生合作关系破裂？,文化相近、合作信任与外商合资关系的持久性,2017,5142_3,采用加速失效模型（AFT模型）分析合资关系存续期限时，港澳台变量与制度差距变量的系数均显著为负，表明制度环境恶化会缩短合资期限,1,5142_2,港澳台合资企业在契约密集型行业中更易发生独资化现象，特别是在制度质量较差的地区,1
4715,企业同业合作创新存在差异化目的,中国企业创新动向指数：创新的环境、战略与未来——2017·中国企业家成长与发展专题调查报告,2017,4715_2,消费结构升级与技术变革推动企业创新的'双引擎'，近六成企业家认为技术变化很快且竞争激烈,1,4715_2,东部地区企业与同行业竞争企业形成合作联盟，主要为开发新产品或市场,1
2917,后发企业如何通过跨国并购弥补关键技术缺口并实现技术追赶，同时推动战略转型形成国际竞争力,将跨国并购作为技术追赶的杠杆：动态能力视角,2014,2917_5,京东方通过并购HYDIS业务，2006年开发出3款新产品，2009年开发出10款新产品,1,2917_3,京东方2001年并购HYDIS（韩国液晶面板企业），通过技术整合与二次研发，每月推出20多项专利并开发AFFS先进显示技术，最终获得行业技术奖项,1
5874,应该如何对原料药垄断进行规制？,产业链纵向价格形成机制与中间产品市场垄断机理研究——兼论原料药市场的垄断成因及反垄断规制,2019,5874_4,别嘌醇原料药垄断案：6家认证企业中4家认证到期且3家从未生产，重庆青阳一家独占市场,1,5874_3,2017年广东药品交易中心急（抢）救药品断供案例：61个品规药品断供，其中原料药价格上涨导致成本与中标价倒挂,1
4502,如何定量识别增值税转型改革对固定资产投资的弹性影响，并克服测量误差、遗漏变量和反向因果导致的内生性问题,税收激励和企业投资——基于2004～2009年增值税转型的自然实验,2016,4502_3,工具变量设定为增值税改革虚拟变量与2003年有效税率的乘积，满足外生性要求,1,4502_3,2008年汶川地震受灾地区增值税转型扩围，覆盖23家企业全行业，作为特殊事件检验税收激励的紧急响应效果,1
5600,为什么中国农业劳动力份额在某些时间段能“企稳回升”？工业劳动力会一部分“逆向”流入农业，而非转型至服务业？,“两驾马车”驱动延缓了中国产业结构转型？——基于多部门经济增长模型的需求侧核算分析,2018,5600_3,2004年后净出口增速与工业劳动力份额增速几乎“平行”,1,5600_3,2003年后东部沿海非均衡发展战略导致中部和东北地区沦为农产业与原材料基地，工业劳动力份额下降推动农业劳动力回升,1
6736,中国人力资本质量提升速率放缓是否影响其跨越中等收入陷阱并成为高收入经济体的进程,经济发展潜能与人力资本质量,2020,6736_2,1980-2017年中国大陆人力资本质量年均增长率为0.89%，2000-2017年降至0.76%,1,6736_1,拉美地区1980-2017年间的增长核算显示：人口增长率2.1%高于全球均值，但人力资本质量年均增长率仅0.3%低于全球1.2%，导致人均产出增长贡献率仅14.5%,1
